Arist(s) Name|Track Name|Album Name|Length|SpotifyID|ISRC|Release Date|Popularity
Young Rising Sons | Fucked Up | Fucked Up | 00:03:22 | 5UpKFCQf34yJ3LtXtBuS5v | USUM71506493 | 2015-05-12 | 40
Mumford & Sons | Little Lion Man | Sigh No More | 00:04:06 | 6JnufVNLIO5F5Lk4sEVLeI | GBUM70909097 | 2009-10-02 | 3
The Script | Superheroes | No Sound Without Silence | 00:04:05 | 37sINbJZcFdHFAsVNsPq1i | GBARL1400978 | 2014-09-15 | 78
Nico & Vinz | Am I Wrong | Black Star Elephant | 00:04:05 | 1fidCEsYlaVE3pHwKCvpFZ | USWB11304681 | 2014 | 80
Lil Wayne; Wiz Khalifa; Imagine Dragons; X Ambassadors; Logic; Ty Dolla $ign | Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors) | Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors) | 00:04:03 | 4dASQiO1Eoo3RJvt74FtXB | USAT21601893 | 2016-06-24 | 77
Lady Gaga | Applause | ARTPOP | 00:03:32 | 2Zj4FUsMtu9PMuJsHbGbdv | USUM71310271 | 2013-01-01 | 0
KONGOS | Come with Me Now | Lunatic | 00:03:31 | 2kWowW0k4oFymhkr7LmvzO | USY741100002 | 2014-01-27 | 70
Sean Kingston | Beautiful Girls | Beautiful Girls | 00:03:45 | 1hGy2eLcmC8eKx7qr1tOqx | USSM10701781 | 2007-07-23 | 82
Ciara; Missy Elliott | 1, 2 Step (feat. Missy Elliott) | Goodies | 00:03:23 | 7uKcScNXuO3MWw6LowBjW1 | USLF20400121 | 2004-09-27 | 79
Paramore | Misery Business | Riot! | 00:03:31 | 6SpLc7EXZIPpy0sVko0aoU | USAT20702617 | 2007-06-12 | 78
Marianas Trench | Stutter | Ever After | 00:03:21 | 6kFPBOtSOIlrleJNkZ6ESF | CAB391100633 | 2011-11-21 | 4
Fitz and The Tantrums | I Just Wanna Shine | All the Feels | 00:03:27 | 4GZ3YCkuH0VvTluVLwUp4g | USAT21902545 | 2019-09-20 | 63
Jibbs | Chain Hang Low | Jibbs feat. Jibbs | 00:03:27 | 0tYPj0NYa7vjlJaqlRSnJb | USUM70603196 | 2006-01-01 | 59
Macklemore; Ryan Lewis; Macklemore & Ryan Lewis; Ray Dalton | Can't Hold Us (feat. Ray Dalton) | The Heist | 00:04:18 | 3bidbhpOYeV4knp8AIu8Xn | GMM881200021 | 2012-10-09 | 82
Phillip Phillips | Home | The World From The Side Of The Moon (Deluxe) | 00:03:30 | 4rsW3WCZBGwhHfJWuHRwyT | QMTM61200272 | 2013-01-01 | 1
Phillip Phillips | Gone, Gone, Gone | The World From The Side Of The Moon (Deluxe) | 00:03:29 | 5L79aNYCTKiZq7vaOElXYj | QMTM61200406 | 2013-01-01 | 1
Jason Derulo | Ridin' Solo | Jason Derulo (Deluxe Audio) | 00:03:35 | 7ksYJ95P5vP87A0GH34CIk | USWB10905329 | 2010-03-01 | 56
Jason Derulo | In My Head | Jason Derulo (Deluxe Audio) | 00:03:18 | 0TyOpxlWwDx98bjkIVHUgY | USWB10904633 | 2010-03-01 | 57
Avril Lavigne | My Happy Ending | Under My Skin | 00:04:02 | 6sqNctd7MlJoKDOxPVCAvU | USAR10400486 | 2004 | 73
Arctic Monkeys | Do I Wanna Know? | AM | 00:04:32 | 5FVd6KXrgO9B3JPmC8OPst | GBCEL1300362 | 2013-09-09 | 89
Snoop Dogg; Pharrell Williams | Drop It Like It's Hot | R&G (Rhythm & Gangsta): The Masterpiece | 00:04:26 | 2NBQmPrOEEjA8VbeWOQGxO | USMC10400640 | 2004-01-01 | 79
Tame Impala | Nangs | Currents | 00:01:47 | 1cCbsojaA6GIT7Y3zuMJ1q | AUUM71500293 | 2015-07-17 | 75
X Ambassadors | Renegades | VHS | 00:03:15 | 0fYVliAYKHuPmECRs1pbRf | USUM71502643 | 2015-06-30 | 79
EDEN | sex | i think you think too much of me | 00:03:38 | 26ZX2JrAb8AFbr8FFfAsO7 | USUG11600369 | 2016-08-19 | 61
Blxst; Tyga; Ty Dolla $ign | Chosen (feat. Ty Dolla $ign) | No Love Lost (Deluxe) | 00:02:41 | 1dIWPXMX4kRHj6Dt2DStUQ | USP6L2000552 | 2020-12-04 | 72
Jeremih; YG | Don't Tell 'Em | Late Nights: The Album | 00:04:26 | 0Dc7J9VPV4eOInoxUiZrsL | USUM71406166 | 2015-12-04 | 78
Galantis; Throttle | Tell Me You Love Me | The Aviary | 00:03:10 | 5kgqTe1BM720OjU78TGYDw | USAT21703587 | 2017-09-15 | 54
Jon Bellion; Audra Mae | Luxury | The Definition | 00:04:03 | 5CgFGKdTn8R5dXGEPEX6Gm | USUM71412220 | 2014-09-23 | 51
Akon | Right Now (Na Na Na) | Freedom | 00:04:00 | 1ARJhjuI6TNYZCxYygFQ4F | USUM70837868 | 2008-01-01 | 4
All Time Low | Dear Maria, Count Me In | So Wrong, It's Right | 00:03:02 | 0J69x3mqm7U6tBPKsjpsWR | USHR20747017 | 2007-09-25 | 3
Emily Osment | I Don't Think About It | I Don't Think About It | 00:02:57 | 7rp7P5qHz5HYHaIVeUZwe3 | USA560681249 | 2007-08-27 | 35
Panic! At The Disco | Nine in the Afternoon - Single Mix | Pretty. Odd. | 00:03:11 | 1S30kHvkkdMkcuCTGSgS41 | USAT20801101 | 2008-03-21 | 66
Alessia Cara | Scars To Your Beautiful | Know-It-All | 00:03:50 | 0wI7QkCcs8FUQE1OkXUIqd | USUM71506811 | 2015-11-13 | 81
Blur | Song 2 - 2012 Remaster | Blur (Special Edition) | 00:02:01 | 1FTSo4v6BOZH9QxKc3MbVM | GBAYE1200348 | 1997-02-10 | 81
Bowling For Soup | 1985 | A Hangover You Don't Deserve | 00:03:13 | 4UuHWIkAWnN176A2rx7YFB | USJI10400613 | 2004-09-11 | 54
JAWNY | Honeypie | For Abby | 00:02:15 | 6FfLg6FFqhCsrFOaHIGkg0 | GBKPL1946902 | 2020-10-27 | 79
Drake; Kanye West; Lil Wayne; Eminem | Forever | Relapse: Refill | 00:05:57 | 5UsLjwBaTHBX4ektWIr4XX | USUM70920707 | 2009-05-15 | 76
B.o.B; Bruno Mars | Nothin' on You (feat. Bruno Mars) | B.o.B Presents: The Adventures of Bobby Ray | 00:04:28 | 59dLtGBS26x7kc0rHbaPrq | USAT20904033 | 2010-04-27 | 81
B.o.B; Hayley Williams | Airplanes (feat. Hayley Williams of Paramore) | B.o.B Presents: The Adventures of Bobby Ray | 00:03:00 | 6lV2MSQmRIkycDScNtrBXO | USAT21000477 | 2010-04-27 | 78
B.o.B; Rivers Cuomo | Magic (feat. Rivers Cuomo) | B.o.B Presents: The Adventures of Bobby Ray | 00:03:16 | 5uHYcK0nbEYgRaFTY5BqnP | USAT21000545 | 2010-04-27 | 68
Childish Gambino | This Is America | This Is America | 00:03:45 | 0b9oOr2ZgvyQu88wzixux9 | USRC11801773 | 2018-05-06 | 70
Maroon 5 | Sugar | V (Deluxe) | 00:03:55 | 0JssjDh3UWEgjUslVZgHJG | USUM71410340 | 2014-09-02 | 47
Flo Rida | Whistle | Wild Ones | 00:03:44 | 3bC1ahPIYt1btJzSSEyyrF | USAT21201745 | 2012-06-22 | 81
Flo Rida | Good Feeling | Wild Ones | 00:04:08 | 2LEF1A8DOZ9wRYikWgVlZ8 | USAT21101961 | 2012-06-22 | 82
Flo Rida | I Cry | Wild Ones | 00:03:43 | 4bZd0nRuX8HyjeXAUBczvm | USAT21202584 | 2012-06-22 | 74
USHER | Scream | Looking 4 Myself (Expanded Edition) | 00:03:54 | 12eMQUn2GzfsfsQLH53M19 | USRC11200367 | 2012-06-12 | 71
Matchbox Twenty | Unwell | More Than You Think You Are | 00:03:48 | 6Bm6qUCSatPAqkQllFL7oA | USAT20202656 | 2002-11-01 | 70
Maroon 5 | Daylight | Overexposed (Deluxe) | 00:03:45 | 6TwfdLbaxTKzQi3AgsZNzx | USUM71204771 | 2012-01-01 | 65
Allstar Weekend | A Different Side Of Me | Suddenly | 00:03:09 | 4cR6nkVHW6fH3YeN7cWJbA | USHR11030829 | 2010-01-01 | 37
The Jackson 5 | I Want You Back | Greatest Hits | 00:02:58 | 2OSfEYKhlSsLx6vn4O75RK | USMO19400306 | 1971-01-01 | 61
fun. | Some Nights | Some Nights | 00:04:37 | 6t6oULCRS6hnI7rm0h5gwl | USAT21104050 | 2012-02-21 | 71
fun.; Janelle Monáe | We Are Young (feat. Janelle Monáe) | Some Nights | 00:04:10 | 7a86XRg84qjasly9f6bPSD | USAT21101399 | 2012-02-21 | 78
fun. | Carry On | Some Nights | 00:04:38 | 7gpy7sfWPNuOKmUNs3XQYE | USAT21104051 | 2012-02-21 | 63
fun. | One Foot | Some Nights | 00:03:31 | 7c6TRb4cvgHWVhTJDfRqth | USAT21102001 | 2012-02-21 | 39
Quinn XCII | Straightjacket | The Story of Us | 00:03:26 | 51LIqkda3pTeECZUhMnool | USSM11608964 | 2017-09-15 | 58
Quinn XCII; Chelsea Cutler | Flare Guns | The Story of Us | 00:04:00 | 7cM9Kqto11iJpY2RwgVJSq | USSM11705903 | 2017-09-15 | 56
Quinn XCII | Always Been You | The Story of Us | 00:03:55 | 7cWyFwAaxdK2HSRuiRkMjy | USSM11705904 | 2017-09-15 | 53
Zedd; Foxes | Clarity | Clarity | 00:04:31 | 60wwxj6Dd9NJlirf84wr2c | USUM71210662 | 2012-01-01 | 80
Travie McCoy; Bruno Mars | Billionaire (feat. Bruno Mars) | Lazarus | 00:03:31 | 2qPUnoasNe4Ep43emVXEig | USAT21000257 | 2010-06-07 | 76
Simple Plan | Welcome to My Life | Still Not Getting Any | 00:03:26 | 714Lw0m2SmCEhKSPw0Dn8J | USAT20402001 | 2004-10-25 | 63
Fall Out Boy | Grand Theft Autumn / Where Is Your Boy | Take This to Your Grave | 00:03:11 | 3JOdLCIBzQYwHIvpN3isVf | US56V0506103 | 2003-05-06 | 68
Fall Out Boy | Saturday | Take This to Your Grave | 00:03:36 | 423FiDerFgzeEcqKEOmZ81 | US56V0506104 | 2003-05-06 | 57
Fall Out Boy | Chicago Is So Two Years Ago | Take This to Your Grave | 00:03:19 | 3P8zrkBArAfdjFJxPtZRUO | US56V0506107 | 2003-05-06 | 55
Selena Gomez | Same Old Love | Revival (Deluxe) | 00:03:49 | 1BZG99C7Co1r6QUC3zaS59 | USUM71510437 | 2015-10-09 | 70
Sara Bareilles | Brave | The Blessed Unrest | 00:03:40 | 6Uy6K3KdmUdAfelUp0SeXn | USSM11301638 | 2013-07-16 | 70
CHVRCHES | The Mother We Share | The Bones of What You Believe | 00:03:11 | 2pE0CMK1fE3mfU0eEOHhKw | GBZN81300014 | 2013-09-20 | 1
Gym Class Heroes; Adam Levine | Stereo Hearts (feat. Adam Levine) | Stereo Hearts (feat. Adam Levine) | 00:03:30 | 0BgRaFy7qnwT1PuUmSTFkf | USAT21101071 | 2011-06-14 | 51
Taylor Swift | Teardrops On My Guitar - Radio Single Remix | Taylor Swift | 00:03:23 | 7zMcNqs55Mxer82bvZFkpg | USCJY0603137 | 2006-10-24 | 64
Vampire Weekend | A-Punk | Vampire Weekend | 00:02:17 | 3AydAydLzyyZutA0375XIz | GBBKS0700527 | 2008-01-29 | 68
Kelly Clarkson | Heartbeat Song | Piece By Piece (Deluxe Version) | 00:03:18 | 7FC9Lng8iXU081lbigu8m8 | GBCTA1400065 | 2015-02-27 | 63
James Arthur | Say You Won't Let Go | Back from the Edge | 00:03:31 | 5uCax9HTNlzGybIStD3vDh | DEE861600586 | 2016-10-28 | 87
Gnarls Barkley | Crazy | St. Elsewhere | 00:03:02 | 2N5zMZX7YeL1tico8oQxa9 | USAT20611041 | 2006-05-02 | 10
Dr. Dre; Snoop Dogg | The Next Episode | 2001 | 00:02:41 | 4LwU4Vp6od3Sb08CsP99GC | USIR19915078 | 1999-11-16 | 82
B.o.B | So Good | Strange Clouds | 00:03:33 | 28GUjBGqZVcAV4PHSYzkj2 | USAT21200255 | 2012-04-27 | 65
Train | Hey, Soul Sister | Save Me, San Francisco (Golden Gate Edition) | 00:03:36 | 6mghCOaaSvrke0z1EUVUIf | USSM10904113 | 2009 | 1
Nine Days | Absolutely (Story of a Girl) (Sweet Sixteen Edition) | Snapshots | 00:03:10 | 52v5O1yuKDZEWwQ1sv0YTL | USA2P1639743 | 2016-07-08 | 52
Rihanna; Drake | What's My Name? | Loud | 00:04:23 | 5FTCKvxzqy72ceS4Ujux4N | USUM71025031 | 2010-11-16 | 69
AJR | I Won't | I Won't | 00:02:48 | 1y8ooe9Zr1PMIxrOwNeeOi | USUG12205036 | 2022-07-29 | 50
J. Cole | 03' Adolescence | 2014 Forest Hills Drive | 00:04:24 | 4txn9qnwK3ILQqv5oq2mO3 | USQX91402593 | 2014-12-09 | 0
J. Cole | St. Tropez | 2014 Forest Hills Drive | 00:04:17 | 4qRjfovbhI4EwP7VQNfxVW | USQX91402596 | 2014-12-09 | 0
J. Cole | G.O.M.D. | 2014 Forest Hills Drive | 00:05:01 | 16qYlQ6koFxYVbiJbGHblz | USQX91402597 | 2014-12-09 | 5
J. Cole | No Role Modelz | 2014 Forest Hills Drive | 00:04:52 | 62vpWI1CHwFy7tMIcSStl8 | USQX91402598 | 2014-12-09 | 12
J. Cole | Love Yourz | 2014 Forest Hills Drive | 00:03:31 | 4gkl7QbQvBd3TM9PhlWFkI | USQX91402601 | 2014-12-09 | 1
Calvin Harris | Feel So Close - Radio Edit | 18 Months | 00:03:26 | 1gihuPhrLraKYrJMAEONyc | GBARL1100748 | 2012-10-29 | 87
Calvin Harris; Florence Welch | Sweet Nothing (feat. Florence Welch) | 18 Months | 00:03:32 | 24LS4lQShWyixJ0ZrJXfJ5 | GBARL1201392 | 2012-10-29 | 80
Calvin Harris; Ne-Yo | Let's Go (feat. Ne-Yo) | 18 Months | 00:03:52 | 4wkQmYpAaMe41Rc3sYZ7Vz | GBARL1200331 | 2012-10-29 | 69
Alice Deejay | Better Off Alone | Who Needs Guitars Anyway? | 00:03:34 | 5XVjNRubJUW0iPhhSWpLCj | NLC529811122 | 2000-10-01 | 81
Gwen Stefani; Akon | The Sweet Escape | The Sweet Escape | 00:04:06 | 66ZcOcouenzZEnzTJvoFmH | USUM70618684 | 2006-01-01 | 79
Neon Trees | Animal | Habits | 00:03:32 | 1fBl642IhJOE5U319Gy2Go | USUM71001801 | 2010-01-01 | 74
Neon Trees | 1983 | Habits | 00:03:42 | 4DJLcyfnyEGlUejAEAX4az | USUM71002220 | 2010-01-01 | 53
John Newman | Love Me Again | Tribute | 00:03:59 | 5VSCgNlSmTV2Yq5lB40Eaw | GBUM71301538 | 2013-01-01 | 68
Eurythmics; Annie Lennox; Dave Stewart | Sweet Dreams (Are Made of This) - 2005 Remaster | Sweet Dreams (Are Made Of This) | 00:03:36 | 1TfqLAPs4K3s2rJMoCokcS | GBARL0300589 | 1983-01-04 | 85
Jason Mraz | I'm Yours | We Sing. We Dance. We Steal Things. | 00:04:02 | 1EzrEOXmMH3G43AXT1y7pA | USEE10800667 | 2008-05-12 | 80
Karmin | Brokenhearted | Hello | 00:03:47 | 4urcG6Nfubqsuqy3juMjBi | USSM11200212 | 2012-05-07 | 65
Vishal Dadlani | Ik Junoon (Paint It Red) | Zindagi Na Milegi Dobara | 00:04:59 | 7e6qTHVfRdaYsio90s1fHC | INS181101716 | 2011-06-06 | 68
Vishal-Shekhar; Sunidhi Chauhan; Hard Kaur; Raja Hasan; Anvita Dutt Guptan | Lucky Boy | Bachna Ae Haseeno | 00:04:13 | 7smFVnYqFp9RwKg00C6nKN | INY090800027 | 2008-07-05 | 57
Vishal-Shekhar; KK; Shilpa Rao; Anvita Dutt Guptan | Khuda Jaane | Bachna Ae Haseeno | 00:05:33 | 0gPgdRfB4jdGrlyXS0Vx78 | INY090800026 | 2008-07-05 | 78
Vishal-Shekhar; Sunidhi Chauhan; Vishal Dadlani | Sheila Ki Jawani | Tees Maar Khan | 00:04:41 | 6VbmeIWTbNHM5uqoW7GTE4 | INS181009096 | 2010-11-15 | 72
Pritam; KK; Bob | Make Some Noise For The Desi Boyz | Desi Boyz | 00:04:04 | 71s7tZo8OGlN3VXyURWLUr | INS181103804 | 2011-10-21 | 70
NEIKED; Portugal. The Man | Glide | Glide | 00:03:03 | 1CSAUEapYQQOD50ardFG0K | DEE862500421 | 2025-03-28 | 71
Slumdogs | Latika's Theme (from "Slumdog Millionaire") | Highlights From Slumdog Millionaire (Music Inspired by the Film) | 00:02:17 | 0yCIViNrIaZfsLO0t2RvKi | GBLGL0834126 | 2009-12-04 | 31
Alisha Chinai; Mahalakshmi Iyer; Sonu Nigam | Aaj Ki Raat | Don | 00:06:08 | 4bPF3oy4JsKK1UeMMn7Byf | INS180602961 | 2006-08-31 | 61
One Direction | Best Song Ever | Midnight Memories (Deluxe) | 00:03:20 | 5T7ZFtCcOgkpjxcuaeZbw0 | GBHMU1300102 | 2013-11-25 | 79
Wajid; Labh Janjua; Sneha Pant | Soni De Nakhre | Partner | 00:04:21 | 4tBMbRwLJa5BjwJ6FrBlks | INS180703284 | 2007-06-12 | 72
Badshah; Aastha | Abhi Toh Party Shuru Hui Hai (From "Khoobsurat") | Badshah Party Hits | 00:02:59 | 51ZN0MyxxJ0VmCN2Hlscfw | INS181402017 | 2020-05-25 | 60
A.R. Rahman; Shreya Ghoshal; Uday Mazumdar | Nannare | Guru (Original Motion Picture Soundtrack) | 00:05:28 | 6bpbH9GthYXEdrPS2PoiTE | INS170701180 | 2006-09-11 | 56
Farhan Akhtar; Hrithik Roshan; Abhay Deol; Maria Del Mar Fernandez | Senorita | Zindagi Na Milegi Dobara | 00:03:49 | 3TAhWtQnpoL5Vl9VQPl9fU | INS181101718 | 2011-06-06 | 67
Aadesh Shrivastava; Sudesh Bhosle; Alka Yagnik; Sunidhi Chauhan; Amitabh Bachchan; Udit Narayan | Say "Shava Shava" | Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack) | 00:06:48 | 7CdABTaND3EW5cETakiBD3 | INS170100026 | 2001-11-28 | 59
Shankar Mahadevan; Shaan; KK | Koi Kahe Kehta Rahe | Dil Chahta Hai | 00:05:46 | 5zKRKQwLVBT1WDJE7XJrnm | INS180131115 | 2001-06-22 | 63
Shankar-Ehsaan-Loy; Shankar Mahadevan; Sowmya Raoh; Loy Mendonsa; Gulzar | Nach Baliye | Bunty Aur Babli | 00:06:02 | 7AJtoJnHV80IMEHgQs6YvU | INY090500036 | 2005-04-15 | 53
Vishal-Shekhar; Shaan; Udit Narayan; Shreya Ghoshal; Sunidhi Chauhan; Rahul Saxena | Deewangi Deewangi | Om Shanti Om | 00:05:52 | 7emLx4rVwr0tPyjktu7A7U | INS180705750 | 2007-09-18 | 63
Pritam; Shreya Ghoshal; Irshad Kamil | Ye Ishq Hai | Jab We Met | 00:04:40 | 4BiPsAV070dg3eLSVf727A | INS180705983 | 2007-09-21 | 71
Pritam; Benny Dayal; Shefali Alvares | Badtameez Dil | Yeh Jawaani Hai Deewani | 00:04:12 | 4eu27jAU2bbnyHUC3G75U8 | INS181303467 | 2013-03-30 | 72
Vishal-Shekhar; Arijit Singh; Caralisa Monteiro; Jaideep Sahni | Nashe Si Chadh Gayi | Befikre | 00:03:57 | 0biCSADTAblvLTLtJz4pXO | INY091600067 | 2016-12-01 | 74
Yashita Sharma; Manish Kumar Tipu; Farhan Akhtar; Shankar Mahadevan; Sukhwinder Singh | Gallan Goodiyaan | Dil Dhadakne Do | 00:04:56 | 7hNYvX0qAKrxtVr1jGDmvR | INS181500717 | 2015-05-02 | 69
Pritam; KK; Sunidhi Chauhan; Rana Mazumder; Jaideep Sahni | Discowale Khisko | Dil Bole Hadippa | 00:04:25 | 3eu9JkPNIsK4vsLj1WN7Li | INY090900026 | 2009-08-12 | 35
Shankar-Ehsaan-Loy; Shankar Mahadevan; Ravi "Rags" Khote | Pretty Woman | Kal Ho Naa Ho (Original Motion Picture Soundtrack) | 00:05:53 | 3rsx3pDYM3a08O0Yu3Tq6V | INS170300032 | 2003-09-20 | 63
Shankar-Ehsaan-Loy; Shankar Mahadevan; Shaan; Mahalakshmi Iyer | Rock N Roll Soniye | Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack) | 00:05:41 | 0W1eHrIACKah9l0Q9v611q | INS170600228 | 2006-06-08 | 58
Salim–Sulaiman; Sunidhi Chauhan; Piyush Mishra | Aaja Nachle | Aaja Nachle | 00:05:05 | 2Bn2JQAGZzxe09jFzm1SqJ | INY090700180 | 2007-10-18 | 64
Zack Knight; Jasmin Walia | Bom Diggy Diggy | Bom Diggy Diggy (From "Sonu Ke Titu Ki Sweety") | 00:03:58 | 6qCNaRRr5xJALfNJvh0NAw | INS181800259 | 2018-02-08 | 68
Pritam; Vishal Dadlani; Shalmali Kholgade | Balam Pichkari | Yeh Jawaani Hai Deewani | 00:04:48 | 18e3XXYCv4Tx8uUl1mP3CN | INS181303493 | 2013-03-30 | 72
Pritam; Mika Singh; Shefali Alvares | Subha Hone Na De | Desi Boyz | 00:04:48 | 6WediUhXDfm8FR3wlM0r3G | INS181103805 | 2011-10-21 | 73
Vishal-Shekhar; Shankar Mahadevan; Sunidhi Chauhan; Vishal Dadlani | Desi Girl | Dostana (Original Motion Picture Soundtrack) | 00:05:06 | 3Qpk2qHree1RTH5lZaKnEK | INS170816341 | 2008-10-08 | 66
Jatin-Lalit; Sonu Nigam; Sunidhi Chauhan; Aamir Khan; Kajol; Prasoon Joshi | Mere Haath Mein | Fanaa | 00:04:45 | 6oUK2k9OJ0WvmVveyauFB7 | INY090600010 | 2006-04-12 | 66
Vishal-Shekhar; Shaan; KK | Dus Bahane | Dus | 00:03:26 | 1vBmaijoCBoqmwc3zs5n3s | INS180500059 | 2005-05-30 | 68
Jatin-Lalit; Shaan; Kailash Kher; Prasoon Joshi | Chand Sifarish | Fanaa | 00:04:35 | 5EYZZvmNAH5VZCwuzYJqoA | INY090600009 | 2006-04-12 | 73
Swanand Kirkire; Sonu Nigam; Shaan | Aal Izz Well | 3 Idiots (Original Motion Picture Soundtrack) | 00:04:36 | 4sZDyON3hp3bB9Y8uayqvT | INZ031408962 | 2009-12-25 | 53
Sonu Nigam; Shreya Ghoshal | Zoobi Doobi | 3 Idiots (Original Motion Picture Soundtrack) | 00:04:06 | 2OvedmlIy9jzXJ0lsLSN9w | INZ031408963 | 2009-12-25 | 51
Suraj Jagan; Sharman Joshi | Give Me Some Sunshine | 3 Idiots (Original Motion Picture Soundtrack) | 00:04:07 | 1w6XiTEJCIILDTV2wyP6fT | INZ031408965 | 2009-12-25 | 61
Badshah; Amaal Mallik; Fazilpuria; Sukriti Kakar; Neha Kakkar | Kar Gayi Chull | Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack) | 00:03:07 | 3BhjbaGeI7E0CiIjctfdD3 | INS171600163 | 2016-03-04 | 68
Prem & Hardeep; Amar Arshi; Badshah; Neha Kakkar; Indeep Bakshi; Amrik Singh | Kala Chashma | Baar Baar Dekho (Original Motion Picture Soundtrack) | 00:03:07 | 6mdLX10dvBb7rGYbMXpKzz | INZ031401549 | 2016-08-04 | 65
Vishal-Shekhar; Shafqat Amanat Ali; Kumaar | Dildaara (Stand By Me) | Ra-One | 00:04:09 | 6ZoCBDOB308GqUdt2AJrV2 | INS181103371 | 2011-09-16 | 69
Vishal-Shekhar; Shreya Ghoshal; Abhijeet | Dhoom Taana | Om Shanti Om | 00:06:13 | 4eKWtXoGajnaGKvKAcgc8f | INS180705753 | 2007-09-18 | 64
Mychael Danna | Aaj Mera Jee Kardaa (Today My Heart Desires) | Monsoon Wedding | 00:05:13 | 7hwcldrt7qOkIBGconH2vi | uscgj0719969 | 2002 | 34
Vishal-Shekhar; Akon; Hamsika Iyer; Vishal Dadlani; Niranjan Iyengar | Chammak Challo | Ra-One | 00:03:47 | 0EH7sgeiFqDa3eS7ieW2zs | INS181103370 | 2011-09-16 | 76
Damien Love; Ryan Higa | Nice Guys | Nice Guys | 00:02:49 | 57vheOCYy5wD9Aq7Kj3J5I | USJ3V2179162 | 2011-03-19 | 38
Gavin DeGraw | I Don't Want to Be | Chariot | 00:03:37 | 4vl2zwXsTmAxgu9iY0g6UK | USJAY0300148 | 2003-07-21 | 67
blink-182 | I Miss You | blink-182 | 00:03:47 | 1AdYZ6X00nXmO613Y7GJOl | USMC10346123 | 2003-11-01 | 73
Gorillaz; Del The Funky Homosapien | Clint Eastwood | Gorillaz | 00:05:40 | 7yMiX7n9SBvadzox8T5jzT | GBAYE0001408 | 2001 | 76
Jonas Brothers | Kids of the Future | Meet the Robinsons (Original Motion Picture Soundtrack) | 00:03:18 | 4DgY3GxfWsizKimiZkGe9V | USWD10730767 | 2007-03-27 | 35
David Guetta; Kid Cudi | Memories (feat. Kid Cudi) | One Love (Deluxe) | 00:03:30 | 4dTaAiV9xFFCxnPur9c9yL | FRZID0900480 | 2009-08-21 | 69
David Guetta; Akon | Sexy Bitch (feat. Akon) | One Love (Deluxe) | 00:03:15 | 0uXO2GrNiIb1xHT9LUdxZE | FRZID0900500 | 2009-08-21 | 71
Ra Costelloe | Open Road | Open Road | 00:03:04 | 3ahbc291oEDkpcwTN2j4AU | QZ8251836992 | 2018 | 56
A Great Big World; Christina Aguilera | Say Something | Is There Anybody Out There? | 00:03:49 | 6Vc5wAMmXdKIAM7WUoEb7N | USSM11306713 | 2014-01-20 | 72
Coldplay | Magic | Ghost Stories | 00:04:45 | 23khhseCLQqVMCIT1WMAns | GBAYE1400206 | 2014-05-16 | 75
Missy Elliott | Get Ur Freak On | Miss E... So Addictive | 00:03:31 | 6zsk6uF3MxfIeHPlubKBvR | USEW20100036 | 2001-05-14 | 72
Chamillionaire; Krayzie Bone | Ridin' | The Sound of Revenge | 00:05:03 | 3kZoay4ANo86ehb6s4RwS9 | USUM70503088 | 2005-01-01 | 71
